urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
134;[38.6554005, -9.0592392];Região de Saúde LVT;224;Centro Hospitalar Barreiro/Montijo, EPE;2023-01;608;384
565;[38.7500861, -9.1616116];Região de Saúde LVT;1078;Centro Hospitalar Universitário de Lisboa Norte, EPE;2023-01;3599;2521
159;[38.729006, -9.418267];Região de Saúde LVT;156;Hospital de Cascais, PPP;2023-01;1210;1054
240;[38.6658713, -9.1822554];Região de Saúde LVT;415;Hospital Garcia de Orta, EPE;2023-01;1646;1231
58;[38.7396768, -9.1634516];Região de Saúde LVT;489;Instituto Português Oncologia de Lisboa, EPE;2023-01;696;207
93;[41.3828711, -8.7589945];Região de Saúde Norte;207;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2023-01;538;331
160;[41.3031784, -7.7515252];Região de Saúde Norte;314;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2023-01;1190;876
274;[41.1094138, -8.5972617];Região de Saúde Norte;961;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2023-01;2768;1807
289;[41.56785, -8.398982];Região de Saúde Norte;772;Hospital de Braga, EPE;2023-01;2806;2034
146;[41.8056532, -6.7888197];Região de Saúde Norte;165;Unidade Local de Saúde do Nordeste, EPE;2023-01;703;538
81;[39.3003425, -7.4263845];Região de Saúde do Alentejo;232;Unidade Local de Saúde do Norte Alentejano, EPE;2023-02;778;546
291;[40.6362453, -8.6543716];Região de Saúde do Centro;763;Centro Hospitalar do Baixo Vouga, EPE;2023-02;2199;1436
1199;[40.2191523, -8.4098211];Região de Saúde do Centro;2310;Centro Hospitalar e Universitário de Coimbra, EPE;2023-02;7256;4946
134;[40.5309916, -7.2734793];Região de Saúde do Centro;264;Unidade Local de Saúde da Guarda, EPE;2023-02;602;338
212;[38.5283754, -8.8818638];Região de Saúde LVT;449;Centro Hospitalar de Setúbal, EPE;2023-02;2550;2101
229;[38.821455, -9.176296];Região de Saúde LVT;392;Hospital de Loures, EPE;2023-02;1708;1316
346;[38.7422257, -9.2264834];Região de Saúde LVT;776;Hospital Professor Doutor Fernando Fonseca, EPE;2023-02;2530;1754
106;[38.7396768, -9.1634516];Região de Saúde LVT;905;Instituto Português Oncologia de Lisboa, EPE;2023-02;1273;368
336;[41.4387173, -8.3086907];Região de Saúde Norte;1125;Hospital da Senhora da Oliveira, Guimarães, EPE;2023-02;2956;1831
101;[41.1785642, -8.6062881];Região de Saúde Norte;969;Instituto Português Oncologia do Porto, EPE;2023-02;1809;840
332;[38.014123, -7.8721227];Região de Saúde do Alentejo;426;Unidade Local de Saúde do Baixo Alentejo, EPE;2023-03;1173;747
167;[40.117897, -8.8586755];Região de Saúde do Centro;238;Hospital Distrital da Figueira da Foz, EPE;2023-03;2247;2009
719;[38.6658713, -9.1822554];Região de Saúde LVT;1186;Hospital Garcia de Orta, EPE;2023-03;5036;3850
451;[41.3423984, -8.4802503];Região de Saúde Norte;481;Centro Hospitalar do Médio Ave, EPE;2023-03;1943;1462
1472;[37.0238973, -7.9281554];Região de Saúde do Algarve;1438;Centro Hospitalar Universitário do Algarve,EPE;2023-04;4678;3240
799;[39.7414812, -8.7982706];Região de Saúde do Centro;1099;Centro Hospitalar de Leiria, EPE;2023-04;6576;5477
255;[40.5309916, -7.2734793];Região de Saúde do Centro;528;Unidade Local de Saúde da Guarda, EPE;2023-04;1186;658
982;[38.708454, -9.216985];Região de Saúde LVT;2186;Centro Hospitalar de Lisboa Ocidental, EPE;2023-04;6392;4206
955;[41.2494561, -8.264901];Região de Saúde Norte;2702;Centro Hospitalar Tâmega e Sousa, EPE;2023-04;9170;6468
1252;[41.56785, -8.398982];Região de Saúde Norte;3214;Hospital de Braga, EPE;2023-04;12361;9147
783;[41.7056054, -8.8252713];Região de Saúde Norte;1376;Unidade Local de Saúde do Alto Minho, EPE;2023-04;4949;3573
586;[38.014123, -7.8721227];Região de Saúde do Alentejo;682;Unidade Local de Saúde do Baixo Alentejo, EPE;2023-05;1922;1240
343;[40.2804158, -7.4922407];Região de Saúde do Centro;755;Centro Hospitalar Universitário Cova da Beira, EPE;2023-05;3766;3011
443;[39.8212263, -7.4981271];Região de Saúde do Centro;1070;Unidade Local de Saúde de Castelo Branco, EPE;2023-05;2977;1907
1230;[38.708454, -9.216985];Região de Saúde LVT;2835;Centro Hospitalar de Lisboa Ocidental, EPE;2023-05;8200;5365
597;[39.478072, -8.5404429];Região de Saúde LVT;1326;Centro Hospitalar Médio Tejo, EPE;2023-05;4222;2896
876;[38.729006, -9.418267];Região de Saúde LVT;772;Hospital de Cascais, PPP;2023-05;6001;5229
1005;[38.7422257, -9.2264834];Região de Saúde LVT;2512;Hospital Professor Doutor Fernando Fonseca, EPE;2023-05;7098;4586
2480;[41.1831056, -8.6010558];Região de Saúde Norte;9240;Centro Hospitalar Universitário de São João, EPE;2023-05;23478;14238
964;[41.3031784, -7.7515252];Região de Saúde Norte;2104;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2023-05;7055;4951
862;[41.4387173, -8.3086907];Região de Saúde Norte;2881;Hospital da Senhora da Oliveira, Guimarães, EPE;2023-05;7569;4688
56;[41.5324234, -8.6171561];Região de Saúde Norte;436;Hospital Santa Maria Maior, EPE;2023-05;3168;2732
681;[38.6554005, -9.0592392];Região de Saúde LVT;1314;Centro Hospitalar Barreiro/Montijo, EPE;2023-06;3421;2107
1201;[38.7422257, -9.2264834];Região de Saúde LVT;2946;Hospital Professor Doutor Fernando Fonseca, EPE;2023-06;8435;5489
334;[38.7396768, -9.1634516];Região de Saúde LVT;2599;Instituto Português Oncologia de Lisboa, EPE;2023-06;3715;1116
1032;[41.4387173, -8.3086907];Região de Saúde Norte;3446;Hospital da Senhora da Oliveira, Guimarães, EPE;2023-06;8991;5545
1179;[41.7056054, -8.8252713];Região de Saúde Norte;2029;Unidade Local de Saúde do Alto Minho, EPE;2023-06;7713;5684
430;[38.0162314, -8.6956768];Região de Saúde do Alentejo;625;Unidade Local de Saúde do Litoral Alentejano, EPE;2023-07;3206;2581
391;[40.117897, -8.8586755];Região de Saúde do Centro;679;Hospital Distrital da Figueira da Foz, EPE;2023-07;5034;4355
5080;[38.7166948, -9.1371248];Região de Saúde LVT;7684;Centro Hospitalar Universitário Lisboa Central, EPE;2023-07;19958;12274
1000;[39.4054629, -9.1258493];Região de Saúde LVT;1330;Centro Hospitalar do Oeste, EPE;2023-07;4976;3646
819;[38.821455, -9.176296];Região de Saúde LVT;1578;Hospital de Loures, EPE;2023-07;6873;5295
1042;[41.3423984, -8.4802503];Região de Saúde Norte;1109;Centro Hospitalar do Médio Ave, EPE;2023-07;4052;2943
618;[41.3828711, -8.7589945];Região de Saúde Norte;1308;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2023-07;3897;2589
1368;[41.3031784, -7.7515252];Região de Saúde Norte;2862;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2023-07;9743;6881
2280;[41.56785, -8.398982];Região de Saúde Norte;5486;Hospital de Braga, EPE;2023-07;22556;17070
848;[41.8056532, -6.7888197];Região de Saúde Norte;1137;Unidade Local de Saúde do Nordeste, EPE;2023-07;4396;3259
1327;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2575;Hospital Espírito Santo de Évora, EPE;2023-08;11109;8534
3005;[37.0238973, -7.9281554];Região de Saúde do Algarve;3096;Centro Hospitalar Universitário do Algarve,EPE;2023-08;9747;6651
1520;[40.6362453, -8.6543716];Região de Saúde do Centro;2795;Centro Hospitalar do Baixo Vouga, EPE;2023-08;8637;5842
1902;[40.516364, -8.0827433];Região de Saúde do Centro;5279;Centro Hospitalar Tondela-Viseu, EPE;2023-08;17365;12086
5929;[38.7166948, -9.1371248];Região de Saúde LVT;8550;Centro Hospitalar Universitário Lisboa Central, EPE;2023-08;22111;13561
1122;[39.4054629, -9.1258493];Região de Saúde LVT;1499;Centro Hospitalar do Oeste, EPE;2023-08;5651;4152
962;[38.821455, -9.176296];Região de Saúde LVT;1763;Hospital de Loures, EPE;2023-08;7773;6010
1029;[39.2410946, -8.6937515];Região de Saúde LVT;1491;Hospital Distrital de Santarém, EPE;2023-08;4347;2856
1588;[38.7422257, -9.2264834];Região de Saúde LVT;3829;Hospital Professor Doutor Fernando Fonseca, EPE;2023-08;11192;7363
437;[38.7396768, -9.1634516];Região de Saúde LVT;3402;Instituto Português Oncologia de Lisboa, EPE;2023-08;4837;1435
2009;[41.2494561, -8.264901];Região de Saúde Norte;5341;Centro Hospitalar Tâmega e Sousa, EPE;2023-08;18350;13009
1571;[41.3031784, -7.7515252];Região de Saúde Norte;3203;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2023-08;10835;7632
3192;[41.1472498, -8.6172617];Região de Saúde Norte;6930;Centro Hospitalar Universitário de Santo António, EPE;2023-08;24612;17682
89;[41.5324234, -8.6171561];Região de Saúde Norte;677;Hospital Santa Maria Maior, EPE;2023-08;5314;4637
1578;[41.7056054, -8.8252713];Região de Saúde Norte;2511;Unidade Local de Saúde do Alto Minho, EPE;2023-08;9284;6773
1507;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2883;Hospital Espírito Santo de Évora, EPE;2023-09;12487;9604
3372;[37.0238973, -7.9281554];Região de Saúde do Algarve;3496;Centro Hospitalar Universitário do Algarve,EPE;2023-09;11016;7520
1706;[40.6362453, -8.6543716];Região de Saúde do Centro;3176;Centro Hospitalar do Baixo Vouga, EPE;2023-09;9894;6718
2115;[40.516364, -8.0827433];Região de Saúde do Centro;5916;Centro Hospitalar Tondela-Viseu, EPE;2023-09;19885;13969
1250;[38.5283754, -8.8818638];Região de Saúde LVT;1931;Centro Hospitalar de Setúbal, EPE;2023-09;10331;8400
1073;[39.478072, -8.5404429];Região de Saúde LVT;2364;Centro Hospitalar Médio Tejo, EPE;2023-09;7287;4923
1650;[38.729006, -9.418267];Região de Saúde LVT;1280;Hospital de Cascais, PPP;2023-09;8628;7348
4543;[41.1831056, -8.6010558];Região de Saúde Norte;14478;Centro Hospitalar Universitário de São João, EPE;2023-09;40147;25669
1766;[41.3031784, -7.7515252];Região de Saúde Norte;3525;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2023-09;11975;8450
106;[41.5324234, -8.6171561];Região de Saúde Norte;759;Hospital Santa Maria Maior, EPE;2023-09;6017;5258
3737;[37.0238973, -7.9281554];Região de Saúde do Algarve;3903;Centro Hospitalar Universitário do Algarve,EPE;2023-10;12407;8504
6457;[40.2191523, -8.4098211];Região de Saúde do Centro;10491;Centro Hospitalar e Universitário de Coimbra, EPE;2023-10;33335;22844
881;[41.3828711, -8.7589945];Região de Saúde Norte;1768;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2023-10;5343;3575
2483;[41.2494561, -8.264901];Região de Saúde Norte;6533;Centro Hospitalar Tâmega e Sousa, EPE;2023-10;22710;16177
1868;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3489;Hospital Espírito Santo de Évora, EPE;2023-11;15130;11641
470;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1371;Unidade Local de Saúde do Norte Alentejano, EPE;2023-11;4887;3516
2282;[39.7414812, -8.7982706];Região de Saúde do Centro;2770;Centro Hospitalar de Leiria, EPE;2023-11;17522;14752
2084;[40.6362453, -8.6543716];Região de Saúde do Centro;3831;Centro Hospitalar do Baixo Vouga, EPE;2023-11;12014;8183
2557;[40.516364, -8.0827433];Região de Saúde do Centro;7177;Centro Hospitalar Tondela-Viseu, EPE;2023-11;24705;17528
1426;[38.977235, -8.984506];Região de Saúde LVT;2037;Hospital de Vila Franca de Xira, EPE;2023-11;9515;7478
578;[38.7396768, -9.1634516];Região de Saúde LVT;4749;Instituto Português Oncologia de Lisboa, EPE;2023-11;6819;2070
985;[41.3828711, -8.7589945];Região de Saúde Norte;1979;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2023-11;5897;3918
119;[41.5324234, -8.6171561];Região de Saúde Norte;896;Hospital Santa Maria Maior, EPE;2023-11;7456;6560
585;[41.1785642, -8.6062881];Região de Saúde Norte;5212;Instituto Português Oncologia do Porto, EPE;2023-11;9739;4527
743;[38.0162314, -8.6956768];Região de Saúde do Alentejo;1064;Unidade Local de Saúde do Litoral Alentejano, EPE;2023-12;5546;4482
521;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1465;Unidade Local de Saúde do Norte Alentejano, EPE;2023-12;5227;3762
3271;[38.708454, -9.216985];Região de Saúde LVT;6546;Centro Hospitalar de Lisboa Ocidental, EPE;2023-12;19352;12806
2412;[38.7422257, -9.2264834];Região de Saúde LVT;5973;Hospital Professor Doutor Fernando Fonseca, EPE;2023-12;17610;11637
2857;[41.2494561, -8.264901];Região de Saúde Norte;7605;Centro Hospitalar Tâmega e Sousa, EPE;2023-12;26609;19004
2168;[41.4387173, -8.3086907];Região de Saúde Norte;6603;Hospital da Senhora da Oliveira, Guimarães, EPE;2023-12;18238;11635
80;[40.2804158, -7.4922407];Região de Saúde do Centro;237;Centro Hospitalar Universitário Cova da Beira, EPE;2013-01;461;224
643;[40.2191523, -8.4098211];Região de Saúde do Centro;1582;Centro Hospitalar e Universitário de Coimbra, EPE;2013-01;3262;1680
203;[39.4054629, -9.1258493];Região de Saúde LVT;314;Centro Hospitalar do Oeste, EPE;2013-01;567;253
142;[39.2410946, -8.6937515];Região de Saúde LVT;262;Hospital Distrital de Santarém, EPE;2013-01;520;258
18;[38.7396768, -9.1634516];Região de Saúde LVT;405;Instituto Português Oncologia de Lisboa, EPE;2013-01;623;218
189;[41.3423984, -8.4802503];Região de Saúde Norte;442;Centro Hospitalar do Médio Ave, EPE;2013-01;1227;785
198;[39.3003425, -7.4263845];Região de Saúde do Alentejo;473;Unidade Local de Saúde do Norte Alentejano, EPE;2013-02;851;378
149;[40.2804158, -7.4922407];Região de Saúde do Centro;402;Centro Hospitalar Universitário Cova da Beira, EPE;2013-02;801;399
397;[39.7414812, -8.7982706];Região de Saúde do Centro;869;Centro Hospitalar de Leiria, EPE;2013-02;1741;872
1300;[40.2191523, -8.4098211];Região de Saúde do Centro;3048;Centro Hospitalar e Universitário de Coimbra, EPE;2013-02;6259;3211
392;[40.516364, -8.0827433];Região de Saúde do Centro;1058;Centro Hospitalar Tondela-Viseu, EPE;2013-02;2801;1743
219;[39.8212263, -7.4981271];Região de Saúde do Centro;420;Unidade Local de Saúde de Castelo Branco, EPE;2013-02;858;438
883;[38.7422257, -9.2264834];Região de Saúde LVT;1069;Hospital Professor Doutor Fernando Fonseca, EPE;2013-02;2709;1640
496;[40.6362453, -8.6543716];Região de Saúde do Centro;996;Centro Hospitalar do Baixo Vouga, EPE;2013-03;2430;1434
1903;[40.2191523, -8.4098211];Região de Saúde do Centro;4411;Centro Hospitalar e Universitário de Coimbra, EPE;2013-03;8960;4549
484;[40.516364, -8.0827433];Região de Saúde do Centro;1707;Centro Hospitalar Tondela-Viseu, EPE;2013-03;4395;2688
186;[40.117897, -8.8586755];Região de Saúde do Centro;672;Hospital Distrital da Figueira da Foz, EPE;2013-03;1358;686
473;[38.821455, -9.176296];Região de Saúde LVT;836;Hospital de Loures, PPP;2013-03;2089;1253
295;[38.977235, -8.984506];Região de Saúde LVT;669;Hospital de Vila Franca de Xira, PPP;2013-03;1507;838
509;[41.4387173, -8.3086907];Região de Saúde Norte;1322;Centro Hospitalar do Alto Ave, EPE;2013-03;3033;1711
610;[40.9293884, -8.5458794];Região de Saúde Norte;2192;Centro Hospitalar Entre Douro e Vouga, EPE;2013-03;4233;2041
303;[41.3828711, -8.7589945];Região de Saúde Norte;708;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2013-03;1767;1059
68;[41.5324234, -8.6171561];Região de Saúde Norte;342;Hospital Santa Maria Maior, EPE;2013-03;851;509
717;[40.6362453, -8.6543716];Região de Saúde do Centro;1488;Centro Hospitalar do Baixo Vouga, EPE;2013-04;3335;1847
565;[39.478072, -8.5404429];Região de Saúde LVT;1112;Centro Hospitalar Médio Tejo, EPE;2013-04;2319;1207
419;[38.977235, -8.984506];Região de Saúde LVT;872;Hospital de Vila Franca de Xira, PPP;2013-04;2009;1137
100;[38.7396768, -9.1634516];Região de Saúde LVT;1579;Instituto Português Oncologia de Lisboa, EPE;2013-04;2439;860
1665;[41.1831056, -8.6010558];Região de Saúde Norte;5845;Centro Hospitalar Universitário de São João, EPE;2013-04;12893;7048
81;[41.5324234, -8.6171561];Região de Saúde Norte;463;Hospital Santa Maria Maior, EPE;2013-04;1135;672
391;[40.2804158, -7.4922407];Região de Saúde do Centro;1011;Centro Hospitalar Universitário Cova da Beira, EPE;2013-05;1909;898
537;[39.8212263, -7.4981271];Região de Saúde do Centro;1157;Unidade Local de Saúde de Castelo Branco, EPE;2013-05;2365;1208
3075;[38.7166948, -9.1371248];Região de Saúde LVT;7338;Centro Hospitalar Universitário Lisboa Central, EPE;2013-05;15950;8612
970;[39.4054629, -9.1258493];Região de Saúde LVT;1424;Centro Hospitalar do Oeste, EPE;2013-05;2655;1231
2200;[38.7422257, -9.2264834];Região de Saúde LVT;3145;Hospital Professor Doutor Fernando Fonseca, EPE;2013-05;7369;4224
848;[41.4387173, -8.3086907];Região de Saúde Norte;2247;Centro Hospitalar do Alto Ave, EPE;2013-05;5130;2883
785;[41.3423984, -8.4802503];Região de Saúde Norte;2026;Centro Hospitalar do Médio Ave, EPE;2013-05;5690;3664
2303;[41.1472498, -8.6172617];Região de Saúde Norte;5368;Centro Hospitalar Universitário do Porto, EPE;2013-05;12573;7205
965;[41.56785, -8.398982];Região de Saúde Norte;3855;Hospital de Braga, PPP;2013-05;9296;5441
559;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1394;Unidade Local de Saúde do Norte Alentejano, EPE;2013-06;2532;1138
1193;[39.7414812, -8.7982706];Região de Saúde do Centro;2789;Centro Hospitalar de Leiria, EPE;2013-06;5628;2839
3982;[40.2191523, -8.4098211];Região de Saúde do Centro;8622;Centro Hospitalar e Universitário de Coimbra, EPE;2013-06;17830;9208
594;[40.5309916, -7.2734793];Região de Saúde do Centro;1551;Unidade Local de Saúde da Guarda, EPE;2013-06;3850;2299
1206;[39.4054629, -9.1258493];Região de Saúde LVT;1643;Centro Hospitalar do Oeste, EPE;2013-06;3052;1409
144;[38.7396768, -9.1634516];Região de Saúde LVT;2321;Instituto Português Oncologia de Lisboa, EPE;2013-06;3571;1250
1250;[40.9293884, -8.5458794];Região de Saúde Norte;4556;Centro Hospitalar Entre Douro e Vouga, EPE;2013-06;8939;4383
1174;[41.56785, -8.398982];Região de Saúde Norte;4407;Hospital de Braga, PPP;2013-06;10961;6554
105;[41.5324234, -8.6171561];Região de Saúde Norte;658;Hospital Santa Maria Maior, EPE;2013-06;1638;980
203;[41.1785642, -8.6062881];Região de Saúde Norte;2985;Instituto Português Oncologia do Porto, EPE;2013-06;5636;2651
832;[41.1794456, -8.6745115];Região de Saúde Norte;2578;Unidade Local de Saúde de Matosinhos, EPE;2013-06;5885;3307
889;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3160;Hospital Espírito Santo de Évora, EPE;2013-07;8177;5017
616;[38.014123, -7.8721227];Região de Saúde do Alentejo;1357;Unidade Local de Saúde do Baixo Alentejo, EPE;2013-07;2511;1154
2354;[37.0238973, -7.9281554];Região de Saúde do Algarve;3646;Centro Hospitalar Universitário do Algarve,EPE;2013-07;7255;3609
468;[40.117897, -8.8586755];Região de Saúde do Centro;1442;Hospital Distrital da Figueira da Foz, EPE;2013-07;3097;1655
693;[40.5309916, -7.2734793];Região de Saúde do Centro;1750;Unidade Local de Saúde da Guarda, EPE;2013-07;4397;2647
722;[39.8212263, -7.4981271];Região de Saúde do Centro;1533;Unidade Local de Saúde de Castelo Branco, EPE;2013-07;3163;1630
618;[38.6554005, -9.0592392];Região de Saúde LVT;1509;Centro Hospitalar Barreiro/Montijo, EPE;2013-07;3292;1783
3214;[38.7500861, -9.1616116];Região de Saúde LVT;7419;Centro Hospitalar Universitário de Lisboa Norte, EPE;2013-07;15437;8018
791;[38.977235, -8.984506];Região de Saúde LVT;1592;Hospital de Vila Franca de Xira, PPP;2013-07;3687;2095
2919;[41.1831056, -8.6010558];Região de Saúde Norte;9869;Centro Hospitalar Universitário de São João, EPE;2013-07;21913;12044
1143;[41.3423984, -8.4802503];Região de Saúde Norte;2843;Centro Hospitalar do Médio Ave, EPE;2013-07;7792;4949
1319;[41.3031784, -7.7515252];Região de Saúde Norte;2644;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2013-07;6630;3986
1610;[41.1094138, -8.5972617];Região de Saúde Norte;5275;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2013-07;12371;7096
1453;[41.56785, -8.398982];Região de Saúde Norte;5081;Hospital de Braga, PPP;2013-07;12736;7655
547;[38.0162314, -8.6956768];Região de Saúde do Alentejo;912;Unidade Local de Saúde do Litoral Alentejano, EPE;2013-08;2600;1688
645;[40.2804158, -7.4922407];Região de Saúde do Centro;1461;Centro Hospitalar Universitário Cova da Beira, EPE;2013-08;2879;1418
797;[40.5309916, -7.2734793];Região de Saúde do Centro;1942;Unidade Local de Saúde da Guarda, EPE;2013-08;4861;2919
1076;[38.5283754, -8.8818638];Região de Saúde LVT;2258;Centro Hospitalar de Setúbal, EPE;2013-08;4847;2589
1281;[41.3423984, -8.4802503];Região de Saúde Norte;2961;Centro Hospitalar do Médio Ave, EPE;2013-08;8067;5106
1224;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3973;Hospital Espírito Santo de Évora, EPE;2013-09;10368;6395
813;[38.014123, -7.8721227];Região de Saúde do Alentejo;1682;Unidade Local de Saúde do Baixo Alentejo, EPE;2013-09;3091;1409
600;[40.117897, -8.8586755];Região de Saúde do Centro;1718;Hospital Distrital da Figueira da Foz, EPE;2013-09;3729;2011
1201;[38.5283754, -8.8818638];Região de Saúde LVT;2518;Centro Hospitalar de Setúbal, EPE;2013-09;5365;2847
1716;[39.4054629, -9.1258493];Região de Saúde LVT;2348;Centro Hospitalar do Oeste, EPE;2013-09;4335;1987
4135;[38.7500861, -9.1616116];Região de Saúde LVT;9187;Centro Hospitalar Universitário de Lisboa Norte, EPE;2013-09;18935;9748
3736;[41.1831056, -8.6010558];Região de Saúde Norte;12199;Centro Hospitalar Universitário de São João, EPE;2013-09;26621;14422
951;[41.3828711, -8.7589945];Região de Saúde Norte;2230;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2013-09;4712;2482
356;[41.1785642, -8.6062881];Região de Saúde Norte;4278;Instituto Português Oncologia do Porto, EPE;2013-09;7973;3695
1026;[39.8212263, -7.4981271];Região de Saúde do Centro;2020;Unidade Local de Saúde de Castelo Branco, EPE;2013-10;4312;2292
1902;[38.729006, -9.418267];Região de Saúde LVT;1593;Hospital de Cascais, PPP;2013-10;5088;3495
1190;[38.977235, -8.984506];Região de Saúde LVT;2376;Hospital de Vila Franca de Xira, PPP;2013-10;5879;3503
4167;[41.1831056, -8.6010558];Região de Saúde Norte;13802;Centro Hospitalar Universitário de São João, EPE;2013-10;30269;16467
2377;[41.2494561, -8.264901];Região de Saúde Norte;6085;Centro Hospitalar Tâmega e Sousa, EPE;2013-10;14593;8508
2296;[41.1094138, -8.5972617];Região de Saúde Norte;7190;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2013-10;16976;9786
2215;[41.56785, -8.398982];Região de Saúde Norte;7331;Hospital de Braga, PPP;2013-10;18900;11569
157;[41.5324234, -8.6171561];Região de Saúde Norte;964;Hospital Santa Maria Maior, EPE;2013-10;2522;1558
1603;[41.8056532, -6.7888197];Região de Saúde Norte;2097;Unidade Local de Saúde do Nordeste, EPE;2013-10;4711;2614
2899;[40.516364, -8.0827433];Região de Saúde do Centro;6732;Centro Hospitalar Tondela-Viseu, EPE;2013-11;17702;10970
1907;[38.821455, -9.176296];Região de Saúde LVT;3192;Hospital de Loures, PPP;2013-11;8581;5389
1308;[38.977235, -8.984506];Região de Saúde LVT;2642;Hospital de Vila Franca de Xira, PPP;2013-11;6539;3897
2518;[41.1094138, -8.5972617];Região de Saúde Norte;7925;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2013-11;18717;10792
2442;[41.56785, -8.398982];Região de Saúde Norte;8142;Hospital de Braga, PPP;2013-11;21310;13168
1083;[39.3003425, -7.4263845];Região de Saúde do Alentejo;2615;Unidade Local de Saúde do Norte Alentejano, EPE;2013-12;5300;2685
2433;[39.7414812, -8.7982706];Região de Saúde do Centro;5477;Centro Hospitalar de Leiria, EPE;2013-12;11295;5818
2194;[40.6362453, -8.6543716];Região de Saúde do Centro;3775;Centro Hospitalar do Baixo Vouga, EPE;2013-12;8714;4939
771;[40.117897, -8.8586755];Região de Saúde do Centro;2321;Hospital Distrital da Figueira da Foz, EPE;2013-12;5065;2744
1148;[40.5309916, -7.2734793];Região de Saúde do Centro;2904;Unidade Local de Saúde da Guarda, EPE;2013-12;7217;4313
1244;[39.8212263, -7.4981271];Região de Saúde do Centro;2436;Unidade Local de Saúde de Castelo Branco, EPE;2013-12;5201;2765
992;[38.6554005, -9.0592392];Região de Saúde LVT;2671;Centro Hospitalar Barreiro/Montijo, EPE;2013-12;5557;2886
2273;[39.4054629, -9.1258493];Região de Saúde LVT;2995;Centro Hospitalar do Oeste, EPE;2013-12;5862;2867
1420;[38.977235, -8.984506];Região de Saúde LVT;2856;Hospital de Vila Franca de Xira, PPP;2013-12;7099;4243
2363;[38.6658713, -9.1822554];Região de Saúde LVT;4552;Hospital Garcia de Orta, EPE;2013-12;12017;7465
278;[38.7396768, -9.1634516];Região de Saúde LVT;4590;Instituto Português Oncologia de Lisboa, EPE;2013-12;6835;2245
2603;[40.9293884, -8.5458794];Região de Saúde Norte;8374;Centro Hospitalar Entre Douro e Vouga, EPE;2013-12;17110;8736
158;[38.5684861, -7.9032848];Região de Saúde do Alentejo;494;Hospital Espírito Santo de Évora, EPE;2014-01;1305;811
75;[39.3003425, -7.4263845];Região de Saúde do Alentejo;230;Unidade Local de Saúde do Norte Alentejano, EPE;2014-01;572;342
64;[40.2804158, -7.4922407];Região de Saúde do Centro;265;Centro Hospitalar Universitário Cova da Beira, EPE;2014-01;454;189
613;[38.7166948, -9.1371248];Região de Saúde LVT;1420;Centro Hospitalar Universitário Lisboa Central, EPE;2014-01;3162;1742
201;[41.1094138, -8.5972617];Região de Saúde Norte;775;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2014-01;1876;1101
132;[41.1794456, -8.6745115];Região de Saúde Norte;467;Unidade Local de Saúde de Matosinhos, EPE;2014-01;1099;632
597;[37.0238973, -7.9281554];Região de Saúde do Algarve;929;Centro Hospitalar Universitário do Algarve,EPE;2014-02;1854;925
141;[38.6554005, -9.0592392];Região de Saúde LVT;487;Centro Hospitalar Barreiro/Montijo, EPE;2014-02;978;491
267;[39.478072, -8.5404429];Região de Saúde LVT;467;Centro Hospitalar Médio Tejo, EPE;2014-02;1061;594
45;[38.7396768, -9.1634516];Região de Saúde LVT;839;Instituto Português Oncologia de Lisboa, EPE;2014-02;1321;482
277;[41.1794456, -8.6745115];Região de Saúde Norte;909;Unidade Local de Saúde de Matosinhos, EPE;2014-02;2110;1201
315;[41.8056532, -6.7888197];Região de Saúde Norte;354;Unidade Local de Saúde do Nordeste, EPE;2014-02;969;615
451;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1389;Hospital Espírito Santo de Évora, EPE;2014-03;3804;2415
507;[40.6362453, -8.6543716];Região de Saúde do Centro;891;Centro Hospitalar do Baixo Vouga, EPE;2014-03;2055;1164
771;[40.516364, -8.0827433];Região de Saúde do Centro;1752;Centro Hospitalar Tondela-Viseu, EPE;2014-03;5207;3455
